"TOA5","Potchefstroom AS3935","CR1000X","12345","CR1000X.Std.13.02","CPU:StratusDemo.CR1X","51201","Lightning"
"TIMESTAMP","RECORD","Lightning_Tot","LightningDist","LightningEnergy"
"2026-08-13 04:50:00","289","0","NAN","NAN"
"2026-08-13 04:55:00","290","0","NAN","NAN"
"2026-08-13 05:00:00","291","0","NAN","NAN"
"2026-08-13 05:05:00","292","0","NAN","NAN"
"2026-08-13 05:10:00","293","0","NAN","NAN"
"2026-08-13 05:15:00","294","0","NAN","NAN"
"2026-08-13 05:20:00","295","0","NAN","NAN"
"2026-08-13 05:25:00","296","0","NAN","NAN"
"2026-08-13 05:30:00","297","0","NAN","NAN"
"2026-08-13 05:35:00","298","0","NAN","NAN"
"2026-08-13 05:40:00","299","0","NAN","NAN"
"2026-08-13 05:45:00","300","0","NAN","NAN"
"2026-08-13 05:50:00","301","0","NAN","NAN"
"2026-08-13 05:55:00","302","0","NAN","NAN"
"2026-08-13 06:00:00","303","0","NAN","NAN"
"2026-08-13 06:05:00","304","0","NAN","NAN"
"2026-08-13 06:10:00","305","0","NAN","NAN"
"2026-08-13 06:15:00","306","0","NAN","NAN"
"2026-08-13 06:20:00","307","0","NAN","NAN"
"2026-08-13 06:25:00","308","0","NAN","NAN"
"2026-08-13 06:30:00","309","0","NAN","NAN"
"2026-08-13 06:35:00","310","0","NAN","NAN"
"2026-08-13 06:40:00","311","0","NAN","NAN"
"2026-08-13 06:45:00","312","0","NAN","NAN"
"2026-08-13 06:50:00","313","0","NAN","NAN"
"2026-08-13 06:55:00","314","0","NAN","NAN"
"2026-08-13 07:00:00","315","0","NAN","NAN"
"2026-08-13 07:05:00","316","0","NAN","NAN"
"2026-08-13 07:10:00","317","0","NAN","NAN"
"2026-08-13 07:15:00","318","0","NAN","NAN"
"2026-08-13 07:20:00","319","0","NAN","NAN"
"2026-08-13 07:25:00","320","0","NAN","NAN"
"2026-08-13 07:30:00","321","0","NAN","NAN"
"2026-08-13 07:35:00","322","0","NAN","NAN"
"2026-08-13 07:40:00","323","0","NAN","NAN"
"2026-08-13 07:45:00","324","0","NAN","NAN"
"2026-08-13 07:50:00","325","0","NAN","NAN"
"2026-08-13 07:55:00","326","0","NAN","NAN"
"2026-08-13 08:00:00","327","0","NAN","NAN"
"2026-08-13 08:05:00","328","0","NAN","NAN"
"2026-08-13 08:10:00","329","0","NAN","NAN"
"2026-08-13 08:15:00","330","0","NAN","NAN"
"2026-08-13 08:20:00","331","0","NAN","NAN"
"2026-08-13 08:25:00","332","0","NAN","NAN"
"2026-08-13 08:30:00","333","0","NAN","NAN"
"2026-08-13 08:35:00","334","0","NAN","NAN"
"2026-08-13 08:40:00","335","0","NAN","NAN"
"2026-08-13 08:45:00","336","0","NAN","NAN"
"2026-08-13 08:50:00","337","0","NAN","NAN"
"2026-08-13 08:55:00","338","0","NAN","NAN"
"2026-08-13 09:00:00","339","0","NAN","NAN"
"2026-08-13 09:05:00","340","0","NAN","NAN"
"2026-08-13 09:10:00","341","0","NAN","NAN"
"2026-08-13 09:15:00","342","0","NAN","NAN"
"2026-08-13 09:20:00","343","0","NAN","NAN"
"2026-08-13 09:25:00","344","0","NAN","NAN"
"2026-08-13 09:30:00","345","0","NAN","NAN"
"2026-08-13 09:35:00","346","0","NAN","NAN"
"2026-08-13 09:40:00","347","0","NAN","NAN"
"2026-08-13 09:45:00","348","0","NAN","NAN"
"2026-08-13 09:50:00","349","0","NAN","NAN"
"2026-08-13 09:55:00","350","0","NAN","NAN"
"2026-08-13 10:00:00","351","0","NAN","NAN"
"2026-08-13 10:05:00","352","0","NAN","NAN"
"2026-08-13 10:10:00","353","0","NAN","NAN"
"2026-08-13 10:15:00","354","0","NAN","NAN"
"2026-08-13 10:20:00","355","0","NAN","NAN"
"2026-08-13 10:25:00","356","0","NAN","NAN"
"2026-08-13 10:30:00","357","0","NAN","NAN"
"2026-08-13 10:35:00","358","0","NAN","NAN"
"2026-08-13 10:40:00","359","0","NAN","NAN"
"2026-08-13 10:45:00","360","0","NAN","NAN"
"2026-08-13 10:50:00","361","0","NAN","NAN"
"2026-08-13 10:55:00","362","0","NAN","NAN"
"2026-08-13 11:00:00","363","0","NAN","NAN"
"2026-08-13 11:05:00","364","0","NAN","NAN"
"2026-08-13 11:10:00","365","0","NAN","NAN"
"2026-08-13 11:15:00","366","0","NAN","NAN"
"2026-08-13 11:20:00","367","0","NAN","NAN"
"2026-08-13 11:25:00","368","0","NAN","NAN"
"2026-08-13 11:30:00","369","0","NAN","NAN"
"2026-08-13 11:35:00","370","0","NAN","NAN"
"2026-08-13 11:40:00","371","0","NAN","NAN"
"2026-08-13 11:45:00","372","0","NAN","NAN"
"2026-08-13 11:50:00","373","0","NAN","NAN"
"2026-08-13 11:55:00","374","0","NAN","NAN"
"2026-08-13 12:00:00","375","0","NAN","NAN"
"2026-08-13 12:05:00","376","0","NAN","NAN"
"2026-08-13 12:10:00","377","0","NAN","NAN"
"2026-08-13 12:15:00","378","0","NAN","NAN"
"2026-08-13 12:20:00","379","0","NAN","NAN"
"2026-08-13 12:25:00","380","0","NAN","NAN"
"2026-08-13 12:30:00","381","0","NAN","NAN"
"2026-08-13 12:35:00","382","0","NAN","NAN"
"2026-08-13 12:40:00","383","0","NAN","NAN"
"2026-08-13 12:45:00","384","0","NAN","NAN"
"2026-08-13 12:50:00","385","0","NAN","NAN"
"2026-08-13 12:55:00","386","0","NAN","NAN"
"2026-08-13 13:00:00","387","0","NAN","NAN"
"2026-08-13 13:05:00","388","0","NAN","NAN"
"2026-08-13 13:10:00","389","0","NAN","NAN"
"2026-08-13 13:15:00","390","0","NAN","NAN"
"2026-08-13 13:20:00","391","0","NAN","NAN"
"2026-08-13 13:25:00","392","0","NAN","NAN"
"2026-08-13 13:30:00","393","0","NAN","NAN"
"2026-08-13 13:35:00","394","0","NAN","NAN"
"2026-08-13 13:40:00","395","0","NAN","NAN"
"2026-08-13 13:45:00","396","0","NAN","NAN"
"2026-08-13 13:50:00","397","0","NAN","NAN"
"2026-08-13 13:55:00","398","0","NAN","NAN"
"2026-08-13 14:00:00","399","0","NAN","NAN"
"2026-08-13 14:05:00","400","0","NAN","NAN"
"2026-08-13 14:10:00","401","1","34","593209"
"2026-08-13 14:15:00","402","3","27","931052"
"2026-08-13 14:20:00","403","6","24","985602"
"2026-08-13 14:25:00","404","11","20","907958"
"2026-08-13 14:30:00","405","16","17","1333712"
"2026-08-13 14:35:00","406","21","14","1251615"
"2026-08-13 14:40:00","407","25","10","1705180"
"2026-08-13 14:45:00","408","33","6","1682527"
"2026-08-13 14:50:00","409","40","1","2055207"
"2026-08-13 14:55:00","410","52","1","1749201"
"2026-08-13 15:00:00","411","65","1","1891752"
"2026-08-13 15:05:00","412","74","1","2055207"
"2026-08-13 15:10:00","413","88","1","2055207"
"2026-08-13 15:15:00","414","99","5","1324177"
"2026-08-13 15:20:00","415","110","1","2040857"
"2026-08-13 15:25:00","416","120","1","1396148"
"2026-08-13 15:30:00","417","134","1","2055207"
"2026-08-13 15:35:00","418","146","1","1619706"
"2026-08-13 15:40:00","419","152","1","1543941"
"2026-08-13 15:45:00","420","160","6","1526944"
"2026-08-13 15:50:00","421","170","10","1425607"
"2026-08-13 15:55:00","422","175","14","1357787"
"2026-08-13 16:00:00","423","179","17","1396990"
"2026-08-13 16:05:00","424","184","20","1294275"
"2026-08-13 16:10:00","425","187","24","1068203"
"2026-08-13 16:15:00","426","189","27","828228"
"2026-08-13 16:20:00","427","190","34","487918"
"2026-08-13 16:25:00","428","190","NAN","NAN"
"2026-08-13 16:30:00","429","190","NAN","NAN"
"2026-08-13 16:35:00","430","190","NAN","NAN"
"2026-08-13 16:40:00","431","190","NAN","NAN"
"2026-08-13 16:45:00","432","190","NAN","NAN"
"2026-08-13 16:50:00","433","190","NAN","NAN"
"2026-08-13 16:55:00","434","190","NAN","NAN"
"2026-08-13 17:00:00","435","190","NAN","NAN"
"2026-08-13 17:05:00","436","190","NAN","NAN"
"2026-08-13 17:10:00","437","190","NAN","NAN"
"2026-08-13 17:15:00","438","190","NAN","NAN"
"2026-08-13 17:20:00","439","190","NAN","NAN"
"2026-08-13 17:25:00","440","190","NAN","NAN"
"2026-08-13 17:30:00","441","190","NAN","NAN"
"2026-08-13 17:35:00","442","190","NAN","NAN"
"2026-08-13 17:40:00","443","190","NAN","NAN"
"2026-08-13 17:45:00","444","190","NAN","NAN"
"2026-08-13 17:50:00","445","190","NAN","NAN"
"2026-08-13 17:55:00","446","190","NAN","NAN"
"2026-08-13 18:00:00","447","190","NAN","NAN"
"2026-08-13 18:05:00","448","190","NAN","NAN"
"2026-08-13 18:10:00","449","190","NAN","NAN"
"2026-08-13 18:15:00","450","190","NAN","NAN"
"2026-08-13 18:20:00","451","190","NAN","NAN"
"2026-08-13 18:25:00","452","190","NAN","NAN"
"2026-08-13 18:30:00","453","190","NAN","NAN"
"2026-08-13 18:35:00","454","190","NAN","NAN"
"2026-08-13 18:40:00","455","190","NAN","NAN"
"2026-08-13 18:45:00","456","190","NAN","NAN"
"2026-08-13 18:50:00","457","190","NAN","NAN"
"2026-08-13 18:55:00","458","190","NAN","NAN"
"2026-08-13 19:00:00","459","190","NAN","NAN"
"2026-08-13 19:05:00","460","190","NAN","NAN"
"2026-08-13 19:10:00","461","190","NAN","NAN"
"2026-08-13 19:15:00","462","190","NAN","NAN"
"2026-08-13 19:20:00","463","190","NAN","NAN"
"2026-08-13 19:25:00","464","190","NAN","NAN"
"2026-08-13 19:30:00","465","190","NAN","NAN"
"2026-08-13 19:35:00","466","190","NAN","NAN"
"2026-08-13 19:40:00","467","190","NAN","NAN"
"2026-08-13 19:45:00","468","190","NAN","NAN"
"2026-08-13 19:50:00","469","190","NAN","NAN"
"2026-08-13 19:55:00","470","190","NAN","NAN"
"2026-08-13 20:00:00","471","190","NAN","NAN"
"2026-08-13 20:05:00","472","190","NAN","NAN"
"2026-08-13 20:10:00","473","190","NAN","NAN"
"2026-08-13 20:15:00","474","190","NAN","NAN"
"2026-08-13 20:20:00","475","190","NAN","NAN"
"2026-08-13 20:25:00","476","190","NAN","NAN"
"2026-08-13 20:30:00","477","190","NAN","NAN"
"2026-08-13 20:35:00","478","190","NAN","NAN"
"2026-08-13 20:40:00","479","190","NAN","NAN"
"2026-08-13 20:45:00","480","190","NAN","NAN"
"2026-08-13 20:50:00","481","190","NAN","NAN"
"2026-08-13 20:55:00","482","190","NAN","NAN"
"2026-08-13 21:00:00","483","190","NAN","NAN"
"2026-08-13 21:05:00","484","190","NAN","NAN"
"2026-08-13 21:10:00","485","190","NAN","NAN"
"2026-08-13 21:15:00","486","190","NAN","NAN"
"2026-08-13 21:20:00","487","190","NAN","NAN"
"2026-08-13 21:25:00","488","190","NAN","NAN"
"2026-08-13 21:30:00","489","190","NAN","NAN"
"2026-08-13 21:35:00","490","190","NAN","NAN"
"2026-08-13 21:40:00","491","190","NAN","NAN"
"2026-08-13 21:45:00","492","190","NAN","NAN"
"2026-08-13 21:50:00","493","190","NAN","NAN"
"2026-08-13 21:55:00","494","190","NAN","NAN"
"2026-08-13 22:00:00","495","190","NAN","NAN"
"2026-08-13 22:05:00","496","190","NAN","NAN"
"2026-08-13 22:10:00","497","190","NAN","NAN"
"2026-08-13 22:15:00","498","190","NAN","NAN"
"2026-08-13 22:20:00","499","190","NAN","NAN"
"2026-08-13 22:25:00","500","190","NAN","NAN"
"2026-08-13 22:30:00","501","190","NAN","NAN"
"2026-08-13 22:35:00","502","190","NAN","NAN"
"2026-08-13 22:40:00","503","190","NAN","NAN"
"2026-08-13 22:45:00","504","190","NAN","NAN"
"2026-08-13 22:50:00","505","190","NAN","NAN"
"2026-08-13 22:55:00","506","190","NAN","NAN"
"2026-08-13 23:00:00","507","190","NAN","NAN"
"2026-08-13 23:05:00","508","190","NAN","NAN"
"2026-08-13 23:10:00","509","190","NAN","NAN"
"2026-08-13 23:15:00","510","190","NAN","NAN"
"2026-08-13 23:20:00","511","190","NAN","NAN"
