"TOA5","Potchefstroom AS3935","CR1000X","12345","CR1000X.Std.13.02","CPU:StratusDemo.CR1X","51201","Lightning"
"TIMESTAMP","RECORD","Lightning_Tot","LightningDist","LightningEnergy"
"2026-08-08 02:00:00","289","0","NAN","NAN"
"2026-08-08 02:10:00","290","0","NAN","NAN"
"2026-08-08 02:20:00","291","0","NAN","NAN"
"2026-08-08 02:30:00","292","0","NAN","NAN"
"2026-08-08 02:40:00","293","0","NAN","NAN"
"2026-08-08 02:50:00","294","0","NAN","NAN"
"2026-08-08 03:00:00","295","0","NAN","NAN"
"2026-08-08 03:10:00","296","0","NAN","NAN"
"2026-08-08 03:20:00","297","0","NAN","NAN"
"2026-08-08 03:30:00","298","0","NAN","NAN"
"2026-08-08 03:40:00","299","0","NAN","NAN"
"2026-08-08 03:50:00","300","0","NAN","NAN"
"2026-08-08 04:00:00","301","0","NAN","NAN"
"2026-08-08 04:10:00","302","0","NAN","NAN"
"2026-08-08 04:20:00","303","0","NAN","NAN"
"2026-08-08 04:30:00","304","0","NAN","NAN"
"2026-08-08 04:40:00","305","0","NAN","NAN"
"2026-08-08 04:50:00","306","0","NAN","NAN"
"2026-08-08 05:00:00","307","0","NAN","NAN"
"2026-08-08 05:10:00","308","0","NAN","NAN"
"2026-08-08 05:20:00","309","0","NAN","NAN"
"2026-08-08 05:30:00","310","0","NAN","NAN"
"2026-08-08 05:40:00","311","0","NAN","NAN"
"2026-08-08 05:50:00","312","0","NAN","NAN"
"2026-08-08 06:00:00","313","0","NAN","NAN"
"2026-08-08 06:10:00","314","0","NAN","NAN"
"2026-08-08 06:20:00","315","0","NAN","NAN"
"2026-08-08 06:30:00","316","0","NAN","NAN"
"2026-08-08 06:40:00","317","0","NAN","NAN"
"2026-08-08 06:50:00","318","0","NAN","NAN"
"2026-08-08 07:00:00","319","0","NAN","NAN"
"2026-08-08 07:10:00","320","0","NAN","NAN"
"2026-08-08 07:20:00","321","0","NAN","NAN"
"2026-08-08 07:30:00","322","0","NAN","NAN"
"2026-08-08 07:40:00","323","0","NAN","NAN"
"2026-08-08 07:50:00","324","0","NAN","NAN"
"2026-08-08 08:00:00","325","0","NAN","NAN"
"2026-08-08 08:10:00","326","0","NAN","NAN"
"2026-08-08 08:20:00","327","0","NAN","NAN"
"2026-08-08 08:30:00","328","0","NAN","NAN"
"2026-08-08 08:40:00","329","0","NAN","NAN"
"2026-08-08 08:50:00","330","0","NAN","NAN"
"2026-08-08 09:00:00","331","0","NAN","NAN"
"2026-08-08 09:10:00","332","0","NAN","NAN"
"2026-08-08 09:20:00","333","0","NAN","NAN"
"2026-08-08 09:30:00","334","0","NAN","NAN"
"2026-08-08 09:40:00","335","0","NAN","NAN"
"2026-08-08 09:50:00","336","0","NAN","NAN"
"2026-08-08 10:00:00","337","0","NAN","NAN"
"2026-08-08 10:10:00","338","0","NAN","NAN"
"2026-08-08 10:20:00","339","0","NAN","NAN"
"2026-08-08 10:30:00","340","0","NAN","NAN"
"2026-08-08 10:40:00","341","0","NAN","NAN"
"2026-08-08 10:50:00","342","0","NAN","NAN"
"2026-08-08 11:00:00","343","0","NAN","NAN"
"2026-08-08 11:10:00","344","0","NAN","NAN"
"2026-08-08 11:20:00","345","0","NAN","NAN"
"2026-08-08 11:30:00","346","0","NAN","NAN"
"2026-08-08 11:40:00","347","0","NAN","NAN"
"2026-08-08 11:50:00","348","0","NAN","NAN"
"2026-08-08 12:00:00","349","0","NAN","NAN"
"2026-08-08 12:10:00","350","0","NAN","NAN"
"2026-08-08 12:20:00","351","0","NAN","NAN"
"2026-08-08 12:30:00","352","0","NAN","NAN"
"2026-08-08 12:40:00","353","0","NAN","NAN"
"2026-08-08 12:50:00","354","0","NAN","NAN"
"2026-08-08 13:00:00","355","0","NAN","NAN"
"2026-08-08 13:10:00","356","0","NAN","NAN"
"2026-08-08 13:20:00","357","0","NAN","NAN"
"2026-08-08 13:30:00","358","0","NAN","NAN"
"2026-08-08 13:40:00","359","0","NAN","NAN"
"2026-08-08 13:50:00","360","0","NAN","NAN"
"2026-08-08 14:00:00","361","0","NAN","NAN"
"2026-08-08 14:10:00","362","0","NAN","NAN"
"2026-08-08 14:20:00","363","2","31","742510"
"2026-08-08 14:30:00","364","7","24","909974"
"2026-08-08 14:40:00","365","23","17","1408361"
"2026-08-08 14:50:00","366","40","10","1339454"
"2026-08-08 15:00:00","367","66","8","1448807"
"2026-08-08 15:10:00","368","84","10","1380444"
"2026-08-08 15:20:00","369","100","10","1767701"
"2026-08-08 15:30:00","370","119","10","1717851"
"2026-08-08 15:40:00","371","129","17","998465"
"2026-08-08 15:50:00","372","139","24","923942"
"2026-08-08 16:00:00","373","142","31","602548"
"2026-08-08 16:10:00","374","142","NAN","NAN"
"2026-08-08 16:20:00","375","142","NAN","NAN"
"2026-08-08 16:30:00","376","142","NAN","NAN"
"2026-08-08 16:40:00","377","142","NAN","NAN"
"2026-08-08 16:50:00","378","142","NAN","NAN"
"2026-08-08 17:00:00","379","142","NAN","NAN"
"2026-08-08 17:10:00","380","142","NAN","NAN"
"2026-08-08 17:20:00","381","142","NAN","NAN"
"2026-08-08 17:30:00","382","142","NAN","NAN"
"2026-08-08 17:40:00","383","142","NAN","NAN"
"2026-08-08 17:50:00","384","142","NAN","NAN"
"2026-08-08 18:00:00","385","142","NAN","NAN"
"2026-08-08 18:10:00","386","142","NAN","NAN"
"2026-08-08 18:20:00","387","142","NAN","NAN"
"2026-08-08 18:30:00","388","142","NAN","NAN"
"2026-08-08 18:40:00","389","142","NAN","NAN"
"2026-08-08 18:50:00","390","142","NAN","NAN"
"2026-08-08 19:00:00","391","142","NAN","NAN"
"2026-08-08 19:10:00","392","142","NAN","NAN"
"2026-08-08 19:20:00","393","142","NAN","NAN"
"2026-08-08 19:30:00","394","142","NAN","NAN"
"2026-08-08 19:40:00","395","142","NAN","NAN"
"2026-08-08 19:50:00","396","142","NAN","NAN"
"2026-08-08 20:00:00","397","142","NAN","NAN"
"2026-08-08 20:10:00","398","142","NAN","NAN"
"2026-08-08 20:20:00","399","142","NAN","NAN"
"2026-08-08 20:30:00","400","142","NAN","NAN"
"2026-08-08 20:40:00","401","142","NAN","NAN"
"2026-08-08 20:50:00","402","142","NAN","NAN"
"2026-08-08 21:00:00","403","142","NAN","NAN"
"2026-08-08 21:10:00","404","142","NAN","NAN"
"2026-08-08 21:20:00","405","142","NAN","NAN"
"2026-08-08 21:30:00","406","142","NAN","NAN"
"2026-08-08 21:40:00","407","142","NAN","NAN"
"2026-08-08 21:50:00","408","142","NAN","NAN"
"2026-08-08 22:00:00","409","142","NAN","NAN"
"2026-08-08 22:10:00","410","142","NAN","NAN"
"2026-08-08 22:20:00","411","142","NAN","NAN"
"2026-08-08 22:30:00","412","142","NAN","NAN"
"2026-08-08 22:40:00","413","142","NAN","NAN"
"2026-08-08 22:50:00","414","142","NAN","NAN"
"2026-08-08 23:00:00","415","142","NAN","NAN"
"2026-08-08 23:10:00","416","142","NAN","NAN"
"2026-08-08 23:20:00","417","142","NAN","NAN"
"2026-08-08 23:30:00","418","142","NAN","NAN"
"2026-08-08 23:40:00","419","142","NAN","NAN"
"2026-08-08 23:50:00","420","142","NAN","NAN"
"2026-08-09 00:00:00","421","142","NAN","NAN"
"2026-08-09 00:10:00","422","142","NAN","NAN"
"2026-08-09 00:20:00","423","142","NAN","NAN"
"2026-08-09 00:30:00","424","142","NAN","NAN"
"2026-08-09 00:40:00","425","142","NAN","NAN"
"2026-08-09 00:50:00","426","142","NAN","NAN"
"2026-08-09 01:00:00","427","142","NAN","NAN"
"2026-08-09 01:10:00","428","142","NAN","NAN"
"2026-08-09 01:20:00","429","142","NAN","NAN"
"2026-08-09 01:30:00","430","142","NAN","NAN"
"2026-08-09 01:40:00","431","142","NAN","NAN"
"2026-08-09 01:50:00","432","142","NAN","NAN"
"2026-08-09 02:00:00","433","142","NAN","NAN"
"2026-08-09 02:10:00","434","142","NAN","NAN"
"2026-08-09 02:20:00","435","142","NAN","NAN"
"2026-08-09 02:30:00","436","142","NAN","NAN"
"2026-08-09 02:40:00","437","142","NAN","NAN"
"2026-08-09 02:50:00","438","142","NAN","NAN"
"2026-08-09 03:00:00","439","142","NAN","NAN"
"2026-08-09 03:10:00","440","142","NAN","NAN"
"2026-08-09 03:20:00","441","142","NAN","NAN"
"2026-08-09 03:30:00","442","142","NAN","NAN"
"2026-08-09 03:40:00","443","142","NAN","NAN"
"2026-08-09 03:50:00","444","142","NAN","NAN"
"2026-08-09 04:00:00","445","142","NAN","NAN"
"2026-08-09 04:10:00","446","142","NAN","NAN"
"2026-08-09 04:20:00","447","142","NAN","NAN"
"2026-08-09 04:30:00","448","142","NAN","NAN"
"2026-08-09 04:40:00","449","142","NAN","NAN"
"2026-08-09 04:50:00","450","142","NAN","NAN"
"2026-08-09 05:00:00","451","142","NAN","NAN"
"2026-08-09 05:10:00","452","142","NAN","NAN"
"2026-08-09 05:20:00","453","142","NAN","NAN"
"2026-08-09 05:30:00","454","142","NAN","NAN"
"2026-08-09 05:40:00","455","142","NAN","NAN"
"2026-08-09 05:50:00","456","142","NAN","NAN"
"2026-08-09 06:00:00","457","142","NAN","NAN"
"2026-08-09 06:10:00","458","142","NAN","NAN"
"2026-08-09 06:20:00","459","142","NAN","NAN"
"2026-08-09 06:30:00","460","142","NAN","NAN"
"2026-08-09 06:40:00","461","142","NAN","NAN"
"2026-08-09 06:50:00","462","142","NAN","NAN"
"2026-08-09 07:00:00","463","142","NAN","NAN"
"2026-08-09 07:10:00","464","142","NAN","NAN"
"2026-08-09 07:20:00","465","142","NAN","NAN"
"2026-08-09 07:30:00","466","142","NAN","NAN"
"2026-08-09 07:40:00","467","142","NAN","NAN"
"2026-08-09 07:50:00","468","142","NAN","NAN"
"2026-08-09 08:00:00","469","142","NAN","NAN"
"2026-08-09 08:10:00","470","142","NAN","NAN"
"2026-08-09 08:20:00","471","142","NAN","NAN"
"2026-08-09 08:30:00","472","142","NAN","NAN"
"2026-08-09 08:40:00","473","142","NAN","NAN"
"2026-08-09 08:50:00","474","142","NAN","NAN"
"2026-08-09 09:00:00","475","142","NAN","NAN"
"2026-08-09 09:10:00","476","142","NAN","NAN"
"2026-08-09 09:20:00","477","142","NAN","NAN"
"2026-08-09 09:30:00","478","142","NAN","NAN"
"2026-08-09 09:40:00","479","142","NAN","NAN"
"2026-08-09 09:50:00","480","142","NAN","NAN"
"2026-08-09 10:00:00","481","142","NAN","NAN"
"2026-08-09 10:10:00","482","142","NAN","NAN"
"2026-08-09 10:20:00","483","142","NAN","NAN"
"2026-08-09 10:30:00","484","142","NAN","NAN"
"2026-08-09 10:40:00","485","142","NAN","NAN"
"2026-08-09 10:50:00","486","142","NAN","NAN"
"2026-08-09 11:00:00","487","142","NAN","NAN"
"2026-08-09 11:10:00","488","142","NAN","NAN"
"2026-08-09 11:20:00","489","142","NAN","NAN"
"2026-08-09 11:30:00","490","142","NAN","NAN"
"2026-08-09 11:40:00","491","142","NAN","NAN"
"2026-08-09 11:50:00","492","142","NAN","NAN"
"2026-08-09 12:00:00","493","142","NAN","NAN"
"2026-08-09 12:10:00","494","142","NAN","NAN"
"2026-08-09 12:20:00","495","142","NAN","NAN"
"2026-08-09 12:30:00","496","142","NAN","NAN"
"2026-08-09 12:40:00","497","142","NAN","NAN"
"2026-08-09 12:50:00","498","142","NAN","NAN"
"2026-08-09 13:00:00","499","142","NAN","NAN"
"2026-08-09 13:10:00","500","142","NAN","NAN"
"2026-08-09 13:20:00","501","142","NAN","NAN"
"2026-08-09 13:30:00","502","142","NAN","NAN"
"2026-08-09 13:40:00","503","142","NAN","NAN"
"2026-08-09 13:50:00","504","142","NAN","NAN"
"2026-08-09 14:00:00","505","142","NAN","NAN"
"2026-08-09 14:10:00","506","142","NAN","NAN"
"2026-08-09 14:20:00","507","142","NAN","NAN"
"2026-08-09 14:30:00","508","142","NAN","NAN"
"2026-08-09 14:40:00","509","142","NAN","NAN"
"2026-08-09 14:50:00","510","142","NAN","NAN"
